Artist,Album,Track,DateTime,Date,Time,Acousticness,Danceability,Energy,Tempo,Valence,Loudness,Instrumentalness,Speechiness
NCT 127,Ay-Yo - The 4th Album Repackage,Ay-Yo,2-6-2023 18:34:00,2-6-2023,18:34:00,0.00629,0.753,0.845,90.002,0.413,-2.751,0,0.121
RUNTOWN,Signs,High Spirit,2-6-2023 18:30:00,2-6-2023,18:30:00,0.588,0.621,0.421,93.066,0.34,-11.852,0.000158,0.0605
kelechief,Fine Wine (ft. Amaarae),Fine Wine (ft. Amaarae),2-6-2023 18:27:00,2-6-2023,18:27:00,0.438,0.667,0.665,89.997,0.558,-6.505,0.0163,0.0581
Ayra Starr,Ayra Starr,Away,2-6-2023 18:25:00,2-6-2023,18:25:00,0.439,0.596,0.31,159.85,0.611,-13.26,0,0.135
NOVEMBA,Escapade,Escape,2-6-2023 18:21:00,2-6-2023,18:21:00,0.321,0.693,0.545,89.994,0.579,-11.083,0.00926,0.0559
Dj Savy,234,234,2-6-2023 18:18:00,2-6-2023,18:18:00,0.113,0.532,0.48,93.309,0.561,-8.321,0.00356,0.298
Tems,Try Me,Try Me,2-6-2023 18:15:00,2-6-2023,18:15:00,0.679,0.493,0.754,103.2,0.219,-5.032,3.46E-05,0.41
Native Sound System,Runaway,Runaway,2-6-2023 18:12:00,2-6-2023,18:12:00,0.213,0.352,0.391,98.577,0.0726,-7.294,0.00611,0.0364
Native Sound System,Runaway,Runaway,2-6-2023 18:08:00,2-6-2023,18:08:00,0.213,0.352,0.391,98.577,0.0726,-7.294,0.00611,0.0364
Solis,Stairway to Heaven,Abeg (feat. Amindi),2-6-2023 18:05:00,2-6-2023,18:05:00,0.54,0.611,0.509,150.027,0.422,-10.461,0,0.0411
ITZY,CHESHIRE,Cheshire,2-6-2023 18:02:00,2-6-2023,18:02:00,0.332,0.79,0.838,98.966,0.738,-3.183,7.07E-06,0.0501
beabadoobee,Beatopia,the perfect pair,2-6-2023 17:41:00,2-6-2023,17:41:00,0.433,0.634,0.663,146.053,0.6,-6.818,0.124,0.0331
Laufey,Let You Break My Heart Again,Let You Break My Heart Again,2-6-2023 8:38:00,2-6-2023,8:38:00,0.965,0.299,0.142,76.748,0.123,-15.134,0.113,0.0369
Laufey,Let You Break My Heart Again,Let You Break My Heart Again,2-6-2023 8:33:00,2-6-2023,8:33:00,0.965,0.299,0.142,76.748,0.123,-15.134,0.113,0.0369
Laufey,Let You Break My Heart Again,Let You Break My Heart Again,2-6-2023 8:29:00,2-6-2023,8:29:00,0.965,0.299,0.142,76.748,0.123,-15.134,0.113,0.0369
Laufey,Let You Break My Heart Again,Let You Break My Heart Again,2-6-2023 8:24:00,2-6-2023,8:24:00,0.965,0.299,0.142,76.748,0.123,-15.134,0.113,0.0369
Laufey,Let You Break My Heart Again,Let You Break My Heart Again,2-6-2023 8:20:00,2-6-2023,8:20:00,0.965,0.299,0.142,76.748,0.123,-15.134,0.113,0.0369
Laufey,Let You Break My Heart Again,Let You Break My Heart Again,2-6-2023 8:16:00,2-6-2023,8:16:00,0.965,0.299,0.142,76.748,0.123,-15.134,0.113,0.0369
Laufey,Let You Break My Heart Again,Let You Break My Heart Again,2-6-2023 8:11:00,2-6-2023,8:11:00,0.965,0.299,0.142,76.748,0.123,-15.134,0.113,0.0369
FKA twigs,MAGDALENE,cellophane,2-6-2023 8:08:00,2-6-2023,8:08:00,0.871,0.431,0.284,98.317,0.229,-11.858,0.000136,0.0432
Fave,Baby Riddim,Baby Riddim,2-6-2023 8:05:00,2-6-2023,8:05:00,0.454,0.549,0.646,126.774,0.76,-5.092,0,0.0967
Fave,Baby Riddim,Baby Riddim,2-6-2023 8:02:00,2-6-2023,8:02:00,0.454,0.549,0.646,126.774,0.76,-5.092,0,0.0967
Mitski,Retired from Sad New Career in Business,I Want You,2-6-2023 7:59:00,2-6-2023,7:59:00,0.514,0.339,0.292,131.702,0.0655,-11.294,0,0.0348
Nonso Amadi,Foreigner,Foreigner,2-6-2023 7:40:00,2-6-2023,7:40:00,0.246,0.718,0.537,100.247,0.602,-7.788,0.0266,0.0772
Wizkid,Bad To Me,Bad To Me,2-6-2023 7:37:00,2-6-2023,7:37:00,0.0609,0.859,0.811,110.05,0.916,-4.594,0.0147,0.0473
Nonso Amadi,Different (With Majid Jordan),Different (With Majid Jordan),2-6-2023 7:35:00,2-6-2023,7:35:00,0.539,0.501,0.451,200.015,0.612,-7.396,4.12E-06,0.142
Troniq Music,Eclipse,Ojuju,2-6-2023 7:32:00,2-6-2023,7:32:00,0.268,0.617,0.708,60.754,0.797,-6.882,0,0.237
Mr. 2kay,Motion,Motion,2-6-2023 7:18:00,2-6-2023,7:18:00,0.00818,0.847,0.55,97.999,0.409,-6.183,0.0222,0.0636
Joeboy,Body & Soul,Body & Soul,2-6-2023 7:16:00,2-6-2023,7:16:00,0.209,0.635,0.552,127.318,0.525,-6.205,4.10E-05,0.0488
DJ Neptune,Bienvenue,Bienvenue,2-6-2023 7:13:00,2-6-2023,7:13:00,0.501,0.519,0.626,102.293,0.394,-6.353,6.95E-06,0.0934
Speed,Moment,ALL MY TRUE LOVE,2-6-2023 7:08:00,2-6-2023,7:08:00,0.0163,0.645,0.953,132.988,0.387,-3.255,8.93E-06,0.0652
Speed,Rise,my graduation,2-6-2023 7:02:00,2-6-2023,7:02:00,0.0536,0.332,0.747,177.722,0.225,-5.909,0,0.0467
Speed,Rise,my graduation,2-6-2023 6:56:00,2-6-2023,6:56:00,0.0536,0.332,0.747,177.722,0.225,-5.909,0,0.0467
Speed,Starting Over,Steady,2-6-2023 6:53:00,2-6-2023,6:53:00,0.0636,0.648,0.825,99.202,0.696,-6.257,0,0.0507
Speed,Rise,White Love,2-6-2023 6:48:00,2-6-2023,6:48:00,0.149,0.662,0.903,110.971,0.436,-5.929,1.63E-06,0.0554
Speed,Rise,White Love,2-6-2023 6:42:00,2-6-2023,6:42:00,0.149,0.662,0.903,110.971,0.436,-5.929,1.63E-06,0.0554
MAX,MAXIMUM,GET MY LOVE!,2-6-2023 6:35:00,2-6-2023,6:35:00,0.00151,0.528,0.967,150.037,0.685,-4.812,0.000264,0.0403
MAX,MAXIMUM,TORA TORA TORA,2-6-2023 6:29:00,2-6-2023,6:29:00,0.00157,0.585,0.978,150.168,0.921,-5.437,0.0181,0.0333
MAX,MAXIMUM II,Give Me a Shake,2-6-2023 6:24:00,2-6-2023,6:24:00,0.0882,0.671,0.883,105.023,0.644,-3.269,0,0.0279
MAX,MAXIMUM GROOVE,Ride on Time,2-6-2023 6:14:00,2-6-2023,6:14:00,0.0175,0.535,0.902,151.994,0.84,-4.583,0.0161,0.0337
Marina,Electra Heart (Deluxe),Sex Yeah,2-6-2023 6:06:00,2-6-2023,6:06:00,0.000697,0.588,0.867,135.984,0.526,-3.153,0,0.048
SZA,SOS,Kill Bill,2-6-2023 6:03:00,2-6-2023,6:03:00,0.0521,0.644,0.735,88.98,0.418,-5.747,0.144,0.0391
Kardinal Offishall,Not 4 Sale,Dangerous,2-6-2023 5:59:00,2-6-2023,5:59:00,0.00437,0.949,0.79,117.002,0.807,-5.957,0,0.0756
Rihanna,ANTI (Deluxe),Woo,2-6-2023 5:54:00,2-6-2023,5:54:00,0.0546,0.42,0.466,115.004,0.185,-5.298,0.00389,0.0326
Rihanna,ANTI (Deluxe),Woo,2-6-2023 5:44:00,2-6-2023,5:44:00,0.0546,0.42,0.466,115.004,0.185,-5.298,0.00389,0.0326
TWICE,MOONLIGHT SUNRISE,MOONLIGHT SUNRISE,2-6-2023 5:41:00,2-6-2023,5:41:00,0.392,0.749,0.781,125.09,0.606,-3.265,2.12E-06,0.0578
NCT 127,Ay-Yo - The 4th Album Repackage,Skyscraper,2-6-2023 5:37:00,2-6-2023,5:37:00,0.104,0.743,0.93,152.005,0.697,-2.668,0,0.0791
Laufey,Everything I Know About Love,Valentine,2-6-2023 5:34:00,2-6-2023,5:34:00,0.917,0.472,0.204,82.51,0.224,-13.065,0,0.0452
BLACKPINK,Pink Venom,Pink Venom,2-6-2023 5:31:00,2-6-2023,5:31:00,0.0145,0.693,0.734,180.06,0.708,-6.189,0,0.202
Polyphia,Remember That You Will Die,ABC (feat. Sophia Black),2-6-2023 5:29:00,2-6-2023,5:29:00,0.0553,0.681,0.827,140,0.75,-4.051,0,0.0651
XG,SHOOTING STAR,SHOOTING STAR,2-6-2023 5:16:00,2-6-2023,5:16:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-6-2023 4:13:00,2-6-2023,4:13:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-6-2023 4:09:00,2-6-2023,4:09:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-6-2023 4:07:00,2-6-2023,4:07:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-6-2023 4:03:00,2-6-2023,4:03:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-6-2023 4:00:00,2-6-2023,4:00:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-6-2023 3:56:00,2-6-2023,3:56:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-6-2023 3:52:00,2-6-2023,3:52:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-6-2023 1:25:00,2-6-2023,1:25:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
VanJess,Homegrown (Deluxe),Come Over Again,2-6-2023 1:22:00,2-6-2023,1:22:00,0.0568,0.793,0.555,137.981,0.516,-7.941,0.0228,0.0359
Aminé,ONEPOINTFIVE,REEL IT IN,2-6-2023 1:20:00,2-6-2023,1:20:00,0.073,0.754,0.342,128.981,0.423,-8.677,0,0.0991
Aaliyah,I Care 4 U,Are You That Somebody,2-6-2023 1:16:00,2-6-2023,1:16:00,0.14,0.85,0.657,137.971,0.843,-7.078,0.0192,0.166
Kelly Rowland,Here I Am (Deluxe Version),Motivation,2-6-2023 1:12:00,2-6-2023,1:12:00,0.187,0.744,0.672,140.889,0.266,-5.589,0.000123,0.0418
Grover Washington Jr.,Anthology,Just the Two of Us (feat. Bill Withers),2-6-2023 0:39:00,2-6-2023,0:39:00,0.41,0.749,0.497,95.818,0.585,-12.609,0.0499,0.105
Usher,Here I Stand,Love in This Club (feat. Young Jeezy),2-6-2023 0:34:00,2-6-2023,0:34:00,0.0572,0.573,0.712,140.012,0.346,-5.976,0,0.0732
Aminé,Good for You,Heebiejeebies - Bonus,2-5-2023 21:58:00,2-5-2023,21:58:00,0.423,0.765,0.5,107.043,0.495,-7.626,0,0.152
Rihanna,Unapologetic (Deluxe),Stay,2-5-2023 21:55:00,2-5-2023,21:55:00,0.945,0.621,0.31,111.893,0.125,-10.164,6.12E-05,0.0283
Daniel Caesar,Freudian,Best Part (feat. H.E.R.),2-5-2023 21:51:00,2-5-2023,21:51:00,0.808,0.524,0.364,75.24,0.436,-10.209,0,0.0367
Childish Gambino,Awaken My Love!,Redbone,2-5-2023 21:46:00,2-5-2023,21:46:00,0.174,0.745,0.353,160.111,0.598,-10.614,0.00662,0.0983
Samm Henshaw,Grow,Grow,2-5-2023 21:44:00,2-5-2023,21:44:00,0.103,0.672,0.672,85.012,0.807,-7.693,0.000489,0.0847
Lola Brooke,Dont Play With It (feat. Billy B),Dont Play With It (feat. Billy B),2-5-2023 21:42:00,2-5-2023,21:42:00,0.00377,0.763,0.726,99.042,0.327,-5.61,0,0.109
H.E.R.,I Used To Know Her,Couldve Been (feat. Bryson Tiller),2-5-2023 21:37:00,2-5-2023,21:37:00,0.649,0.45,0.352,102.679,0.408,-11.733,3.80E-06,0.267
P-Square,Greatest Hits,Alingo - Bonus,2-5-2023 21:33:00,2-5-2023,21:33:00,0.0403,0.73,0.875,125.955,0.622,-3.906,0,0.168
Janelle Monáe,Dirty Computer,Make Me Feel,2-5-2023 21:30:00,2-5-2023,21:30:00,0.132,0.859,0.413,115.035,0.697,-7.399,0,0.182
XG,SHOOTING STAR,SHOOTING STAR,2-5-2023 21:25:00,2-5-2023,21:25:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-5-2023 21:21:00,2-5-2023,21:21:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-5-2023 21:19:00,2-5-2023,21:19:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,2-5-2023 21:16:00,2-5-2023,21:16:00,0.0821,0.882,0.797,105.025,0.824,-3.299,0,0.0819
LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,2-5-2023 21:13:00,2-5-2023,21:13:00,0.0821,0.882,0.797,105.025,0.824,-3.299,0,0.0819
LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,2-5-2023 21:10:00,2-5-2023,21:10:00,0.0821,0.882,0.797,105.025,0.824,-3.299,0,0.0819
NewJeans,NewJeans OMG,OMG,2-5-2023 21:06:00,2-5-2023,21:06:00,0.357,0.804,0.771,126.956,0.739,-4.067,3.07E-06,0.0433
NewJeans,NewJeans OMG,OMG,2-5-2023 20:47:00,2-5-2023,20:47:00,0.357,0.804,0.771,126.956,0.739,-4.067,3.07E-06,0.0433
BTS,LOVE YOURSELF 結 Answer,MIC Drop (Steve Aoki Remix) - Full Length Edition,2-5-2023 18:15:00,2-5-2023,18:15:00,0.0114,0.606,0.85,170.01,0.542,-3.952,1.01E-06,0.183
TWICE,twicetagram,LIKEY,2-5-2023 18:15:00,2-5-2023,18:15:00,0.413,0.723,0.903,132.006,0.443,-1.262,0.000377,0.033
Treasure,THE SECOND STEP : CHAPTER ONE,JIKJIN,2-5-2023 18:11:00,2-5-2023,18:11:00,0.0367,0.819,0.55,130.077,0.573,-6.57,0,0.0434
KWON EUN BI,Lethality,Underwater,2-5-2023 18:00:00,2-5-2023,18:00:00,0.0733,0.751,0.929,115.018,0.678,-1.213,2.37E-05,0.0585
Winner,HOLIDAY,10 MIN,2-5-2023 17:57:00,2-5-2023,17:57:00,0.106,0.745,0.901,124.019,0.472,-3.303,0,0.0573
Astro,BLUE FLAME,Blue Flame,2-5-2023 17:54:00,2-5-2023,17:54:00,0.164,0.598,0.904,172.989,0.808,-3.035,0,0.144
TWICE,Formula of Love: O+T=<3,SCIENTIST,2-5-2023 17:51:00,2-5-2023,17:51:00,0.0487,0.786,0.858,112.999,0.649,-3.74,0,0.0675
HyunA,Im Not Cool,Im Not Cool,2-5-2023 17:49:00,2-5-2023,17:49:00,0.0161,0.883,0.845,116.004,0.656,-2.069,0.00157,0.0585
Astro,All Yours,One,2-5-2023 17:45:00,2-5-2023,17:45:00,0.992,0.504,0.056,75.761,0.337,-24.25,0.963,0.0478
XG,SHOOTING STAR,SHOOTING STAR,2-5-2023 17:39:00,2-5-2023,17:39:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-5-2023 17:37:00,2-5-2023,17:37:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-5-2023 17:35:00,2-5-2023,17:35:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
NCT 127,Ay-Yo - The 4th Album Repackage,Crash Landing,2-5-2023 17:31:00,2-5-2023,17:31:00,0.199,0.592,0.874,140.06,0.56,-2.059,0,0.0904
NCT 127,Ay-Yo - The 4th Album Repackage,Crash Landing,2-5-2023 17:27:00,2-5-2023,17:27:00,0.199,0.592,0.874,140.06,0.56,-2.059,0,0.0904
Rihanna,Loud (Japan Version),S&M,2-5-2023 17:27:00,2-5-2023,17:27:00,0.0105,0.769,0.684,127.972,0.835,-5.019,0.000125,0.0411
Saweetie,Best Friend (feat. Doja Cat) [Remix EP] [Extended Edition],Best Friend (feat. Doja Cat),2-5-2023 8:49:00,2-5-2023,8:49:00,0.00302,0.84,0.766,94.018,0.402,-4.12,3.61E-06,0.136
PJ Morton,Gumbo,How Deep Is Your Love,2-5-2023 8:45:00,2-5-2023,8:45:00,0.705,0.796,0.459,88,0.767,-7.716,1.15E-05,0.0443
VanJess,Homegrown,Come Over,2-5-2023 8:42:00,2-5-2023,8:42:00,0.275,0.728,0.633,101.077,0.56,-7.869,0.00106,0.294
Ckay,CKay The First,love nwantiti (ah ah ah),2-5-2023 8:39:00,2-5-2023,8:39:00,0.365,0.727,0.739,93.005,0.533,-3.805,0.00137,0.0411
Ciara,JUMP,JUMP (feat. Coast Contra),2-5-2023 8:36:00,2-5-2023,8:36:00,0.135,0.941,0.79,120.007,0.764,-5.193,1.53E-06,0.189
SZA,The Weekend (Funk Wav Remix),The Weekend - Funk Wav Remix,2-5-2023 8:33:00,2-5-2023,8:33:00,0.495,0.775,0.573,101.925,0.667,-4.933,0,0.0585
JID,The Forever Story (Extended Version),Surround Sound (feat. 21 Savage & Baby Tate),2-5-2023 8:29:00,2-5-2023,8:29:00,0.173,0.575,0.56,75.956,0.471,-7.302,0,0.478
Beyoncé,BEYONCÉ [Platinum Edition],XO,2-5-2023 8:26:00,2-5-2023,8:26:00,0.164,0.47,0.793,170.1,0.216,-8.929,1.31E-06,0.26
Chlöe,Have Mercy,Have Mercy,2-5-2023 8:24:00,2-5-2023,8:24:00,0.297,0.903,0.535,130.022,0.508,-6.434,0,0.0742
Laufey,Everything I Know About Love,Valentine,2-5-2023 8:21:00,2-5-2023,8:21:00,0.917,0.472,0.204,82.51,0.224,-13.065,0,0.0452
carolesdaughter,violent,violent,2-5-2023 8:19:00,2-5-2023,8:19:00,0.331,0.797,0.755,129.955,0.411,-5.393,2.26E-06,0.0293
Laufey,Let You Break My Heart Again,Let You Break My Heart Again,2-5-2023 8:14:00,2-5-2023,8:14:00,0.965,0.299,0.142,76.748,0.123,-15.134,0.113,0.0369
Rex Orange County,Pony,Pluto Projector,2-5-2023 8:14:00,2-5-2023,8:14:00,0.707,0.379,0.219,79.786,0.188,-11.196,0.000691,0.0307
Laufey,Let You Break My Heart Again,Let You Break My Heart Again,2-5-2023 8:09:00,2-5-2023,8:09:00,0.965,0.299,0.142,76.748,0.123,-15.134,0.113,0.0369
Anderson .Paak,Ventura,Make It Better (feat. Smokey Robinson),2-5-2023 8:06:00,2-5-2023,8:06:00,0.0112,0.676,0.56,178.555,0.551,-6.024,0.00403,0.0643
J. Cole,Born Sinner (Deluxe Version),She Knows (feat. Amber Coffman & Cults),2-5-2023 7:57:00,2-5-2023,7:57:00,0.0193,0.766,0.74,118.008,0.183,-10.363,0.0784,0.0807
H.E.R.,I Used To Know Her - Part 2 - EP,Hard Place,2-5-2023 7:53:00,2-5-2023,7:53:00,0.179,0.614,0.719,160.075,0.34,-4.694,1.72E-05,0.0955
P-Square,Chop My Money (Remix),Chop My Money - Remix,2-5-2023 7:48:00,2-5-2023,7:48:00,0.0879,0.812,0.812,127.017,0.892,-5.921,0,0.115
Beyoncé,RENAISSANCE,VIRGOS GROOVE,2-5-2023 7:42:00,2-5-2023,7:42:00,0.0781,0.683,0.85,107.988,0.598,-5.042,1.09E-06,0.0699
Frank Ocean,Blonde,Nights,2-5-2023 7:37:00,2-5-2023,7:37:00,0.427,0.457,0.551,89.87,0.428,-9.36,1.15E-06,0.167
Phony Ppl,Yesterdays Tomorrow,Somehow.,2-5-2023 7:33:00,2-5-2023,7:33:00,0.719,0.502,0.399,92.904,0.124,-9.934,0.00363,0.0295
DAngelo,Brown Sugar,When We Get By,2-5-2023 7:28:00,2-5-2023,7:28:00,0.103,0.763,0.407,108.894,0.703,-11.514,0.418,0.0342
Kanye West,808s & Heartbreak,Heartless,2-5-2023 7:24:00,2-5-2023,7:24:00,0.0515,0.79,0.647,87.999,0.654,-5.983,0,0.136
Dreamer Isioma,Sensitive,Sensitive,2-5-2023 6:32:00,2-5-2023,6:32:00,0.164,0.604,0.65,89.729,0.354,-6.979,3.90E-05,0.132
Stevie Wonder,For Once in My Life,For Once in My Life,2-5-2023 6:29:00,2-5-2023,6:29:00,0.195,0.524,0.519,110.121,0.847,-11.903,0,0.043
Rae Sremmurd,SremmLife 2 (Deluxe),Swang,2-5-2023 6:21:00,2-5-2023,6:21:00,0.2,0.681,0.314,139.992,0.166,-9.319,9.82E-06,0.0581
Mazie,the rainbow cassette,dumb dumb,2-5-2023 6:18:00,2-5-2023,6:18:00,0.22,0.783,0.472,122.052,0.589,-8.392,0.000458,0.0427
NCT 127,Ay-Yo - The 4th Album Repackage,Ay-Yo,2-5-2023 6:17:00,2-5-2023,6:17:00,0.00629,0.753,0.845,90.002,0.413,-2.751,0,0.121
TWICE,BETWEEN 1&2,Talk that Talk,2-5-2023 2:15:00,2-5-2023,2:15:00,0.136,0.772,0.907,119.973,0.783,-2.438,0,0.124
NewJeans,NewJeans 1st EP New Jeans,Attention,2-5-2023 2:12:00,2-5-2023,2:12:00,0.236,0.811,0.648,104.988,0.695,-3.684,0,0.0368
LE SSERAFIM,ANTIFRAGILE,Impurities,2-5-2023 2:08:00,2-5-2023,2:08:00,0.231,0.715,0.757,90.065,0.464,-4.746,0,0.0373
NCT 127,2 Baddies - The 4th Album,Time Lapse,2-5-2023 2:05:00,2-5-2023,2:05:00,0.0589,0.484,0.9,84.901,0.462,-3.567,0,0.209
Precious,Hey Boy,Hey Boy,2-5-2023 2:02:00,2-5-2023,2:02:00,0.0972,0.751,0.563,123.782,0.673,-10.084,0.264,0.15
Megan Thee Stallion,Tina Snow,Hot Girl,2-5-2023 1:58:00,2-5-2023,1:58:00,0.00485,0.872,0.814,98.985,0.57,-4.568,1.96E-06,0.155
Montell Fish,Her Love Still Haunts Me Like a Ghost,Pretend Lovers,2-5-2023 1:54:00,2-5-2023,1:54:00,0.925,0.647,0.387,120.039,0.397,-7.173,0.0288,0.25
Steve Lacy,Dark Red,Dark Red,2-5-2023 1:52:00,2-5-2023,1:52:00,0.446,0.603,0.784,172.041,0.769,-4.023,8.32E-06,0.062
VanJess,Homegrown,Come Over,2-5-2023 1:48:00,2-5-2023,1:48:00,0.275,0.728,0.633,101.077,0.56,-7.869,0.00106,0.294
Wiz Khalifa,O.N.I.F.C. (Deluxe),Work Hard Play Hard,2-5-2023 1:44:00,2-5-2023,1:44:00,0.0522,0.797,0.649,140.015,0.475,-4.627,1.90E-05,0.0675
The Weeknd,Beauty Behind the Madness,The Hills,2-5-2023 1:38:00,2-5-2023,1:38:00,0.0671,0.585,0.564,113.003,0.137,-7.063,0,0.0515
Billie Eilish,WHEN WE ALL FALL ASLEEP WHERE DO WE GO?,bad guy,2-5-2023 1:32:00,2-5-2023,1:32:00,0.328,0.701,0.425,135.128,0.562,-10.965,0.13,0.375
Rihanna,ANTI (Deluxe),Kiss It Better,2-5-2023 1:28:00,2-5-2023,1:28:00,0.272,0.619,0.806,95,0.877,-4.8,0,0.0483
Paramore,brand new eyes,All I Wanted,2-5-2023 1:24:00,2-5-2023,1:24:00,0.0192,0.494,0.723,144.036,0.152,-4.559,0.0322,0.0441
Arctic Monkeys,AM,R U Mine?,2-5-2023 1:16:00,2-5-2023,1:16:00,0.00616,0.288,0.758,97.094,0.619,-5.692,0,0.0371
Beyoncé,HOMECOMING: THE LIVE ALBUM,Dont Hurt Yourself - Homecoming Live,2-4-2023 22:11:00,2-4-2023,22:11:00,0.000959,0.384,0.81,137.696,0.111,-8.709,1.07E-05,0.124
Lil Uzi Vert,Just Wanna Rock,Just Wanna Rock,2-4-2023 22:09:00,2-4-2023,22:09:00,0.0652,0.486,0.545,150.187,0.0385,-7.924,0.00474,0.0336
Ray Charles,Ray Charles (aka: Hallelujah I Love Her So),Hallelujah I Love Her So,2-4-2023 22:08:00,2-4-2023,22:08:00,0.792,0.696,0.547,73.203,0.623,-5.954,0,0.169
Lizzo,Rumors (feat. Cardi B),Rumors (feat. Cardi B),2-4-2023 22:07:00,2-4-2023,22:07:00,0.13,0.827,0.731,118.992,0.607,-5.524,0,0.088
Beyoncé,RENAISSANCE,CUFF IT,2-4-2023 22:05:00,2-4-2023,22:05:00,0.0368,0.78,0.689,115.042,0.642,-5.668,9.69E-06,0.141
Kendrick Lamar,To Pimp a Butterfly,Alright,2-4-2023 21:59:00,2-4-2023,21:59:00,0.0742,0.796,0.766,110.034,0.558,-5.974,0,0.238
Nicki Minaj,Pink Friday ... Roman Reloaded,Pound the Alarm,2-4-2023 21:50:00,2-4-2023,21:50:00,0.0403,0.728,0.858,125.054,0.591,-3.686,4.26E-06,0.0609
Playboi Carti,Whole Lotta Red,On That Time,2-4-2023 21:50:00,2-4-2023,21:50:00,0.00584,0.598,0.476,150.078,0.0545,-3.673,0,0.0333
Kanye West,My Beautiful Dark Twisted Fantasy,Monster,2-4-2023 21:05:00,2-4-2023,21:05:00,0.00244,0.628,0.692,124.887,0.0963,-5.64,0.0129,0.202
Fifth Harmony,7/27 (Deluxe),Thats My Girl,2-4-2023 21:04:00,2-4-2023,21:04:00,0.0358,0.596,0.851,202.049,0.612,-4.245,3.19E-05,0.121
Lil Uzi Vert,Just Wanna Rock,Just Wanna Rock,2-4-2023 20:58:00,2-4-2023,20:58:00,0.0652,0.486,0.545,150.187,0.0385,-7.924,0.00474,0.0336
Doja Cat,Amala (Deluxe Version),Tia Tamera (feat. Rico Nasty),2-4-2023 20:57:00,2-4-2023,20:57:00,0.019,0.822,0.654,119.884,0.421,-4.623,0,0.132
Flo Milli,You still here Ho ?,Conceited,2-4-2023 20:53:00,2-4-2023,20:53:00,0.0741,0.94,0.761,118.027,0.414,-4.408,1.89E-05,0.0979
Nicki Minaj,Queen Radio: Volume 1,Super Freaky Girl,2-4-2023 20:48:00,2-4-2023,20:48:00,0.0645,0.95,0.891,133.01,0.912,-2.653,1.77E-05,0.241
Bruno Mars,Finesse (Remix) [feat. Cardi B],Finesse - Remix; feat. Cardi B,2-4-2023 20:43:00,2-4-2023,20:43:00,0.0185,0.704,0.859,105.115,0.926,-4.877,0,0.0996
Glorilla,Tomorrow 2 (with Cardi B),Tomorrow 2 (with Cardi B),2-4-2023 20:13:00,2-4-2023,20:13:00,0.0736,0.795,0.814,160.039,0.68,-3.945,0,0.4
Ski Mask the Slump God,OOGA BOOGA!,OOGA BOOGA!,2-4-2023 20:11:00,2-4-2023,20:11:00,0.101,0.847,0.916,104.018,0.751,-5.757,0.000766,0.222
Cardi B,Hot Shit (feat. Ye & Lil Durk),Hot Shit (feat. Ye & Lil Durk),2-4-2023 20:08:00,2-4-2023,20:08:00,0.00152,0.878,0.685,157.003,0.523,-5.28,0,0.225
Pop Smoke,Meet The Woo (Deluxe Version),Welcome To The Party (feat. Nicki MInaj) - Remix,2-4-2023 20:07:00,2-4-2023,20:07:00,0.0317,0.67,0.622,142.931,0.41,-6.001,0,0.253
Beyoncé,BEYONCÉ [Platinum Edition],Partition,2-4-2023 19:58:00,2-4-2023,19:58:00,0.029,0.418,0.441,175.928,0.172,-11.522,0.0707,0.283
Aminé,TWOPOINTFIVE,Mad Funny Freestyle,2-4-2023 19:57:00,2-4-2023,19:57:00,0.0472,0.833,0.61,147.945,0.793,-7.556,9.55E-06,0.302
Nicki Minaj,Queen,Chun-Li,2-4-2023 19:54:00,2-4-2023,19:54:00,0.278,0.686,0.73,128.943,0.474,-5.077,4.76E-05,0.374
